42.0 APEX_CODE,FINEST;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,INFO;SYSTEM,FINEST;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,INFO;WORKFLOW,ERROR
05:23:14.0 (11638085)|HEAP_ALLOCATE|[5]|Bytes:4
05:23:14.0 (11665350)|SYSTEM_CONSTRUCTOR_ENTRY|[5]|<init>()
05:23:14.0 (11693190)|SYSTEM_CONSTRUCTOR_EXIT|[5]|<init>()
05:23:14.0 (11709129)|VARIABLE_SCOPE_BEGIN|[5]|availableFields|List<String>|true|false
05:23:14.0 (11744677)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (11757381)|VARIABLE_ASSIGNMENT|[5]|availableFields|[]|0x3360a006
05:23:14.0 (11762946)|STATEMENT_EXECUTE|[6]
05:23:14.0 (11795700)|SYSTEM_METHOD_ENTRY|[6]|ApexPages.StandardController.getRecord()
05:23:14.0 (20176417)|HEAP_ALLOCATE|[6]|Bytes:20
05:23:14.0 (20208901)|SYSTEM_METHOD_EXIT|[6]|ApexPages.StandardController.getRecord()
05:23:14.0 (20230649)|VARIABLE_SCOPE_BEGIN|[6]|formConfig|S360_FA__S360_Form_Config__c|true|false
05:23:14.0 (20278103)|VARIABLE_ASSIGNMENT|[6]|formConfig|{"Id":"a040a00000Z06ZrAAJ","S360_FA__JSON__c":"{\"components\":[{\"inp (2318 more) ...","Name":"carousel1","S360_FA__Primary_Obj (6 more) ...":"S360_FA__Dummy_Objec (4 more) ..."}|0x5af7d5bb
05:23:14.0 (20374437)|HEAP_ALLOCATE|[50]|Bytes:5
05:23:14.0 (20418975)|HEAP_ALLOCATE|[56]|Bytes:5
05:23:14.0 (20434474)|HEAP_ALLOCATE|[64]|Bytes:7
05:23:14.0 (20464159)|STATEMENT_EXECUTE|[8]
05:23:14.0 (20467755)|STATEMENT_EXECUTE|[9]
05:23:14.0 (20485089)|VARIABLE_SCOPE_BEGIN|[9]|primaryObject|String|false|false
05:23:14.0 (20506076)|VARIABLE_ASSIGNMENT|[9]|primaryObject|"S360_FA__Dummy_Objec (4 more) ..."
05:23:14.0 (20512867)|STATEMENT_EXECUTE|[10]
05:23:14.0 (20537560)|SYSTEM_METHOD_ENTRY|[10]|Schema.getGlobalDescribe()
05:23:14.0 (44300690)|HEAP_ALLOCATE|[10]|Bytes:1668
05:23:14.0 (44332824)|SYSTEM_METHOD_EXIT|[10]|Schema.getGlobalDescribe()
05:23:14.0 (44346980)|VARIABLE_SCOPE_BEGIN|[10]|globalDescribe|Map<String,Schema.SObjectType>|true|false
05:23:14.0 (44690179)|VARIABLE_ASSIGNMENT|[10]|globalDescribe|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x4b8e2748
05:23:14.0 (44750952)|SYSTEM_METHOD_ENTRY|[11]|String.toLowerCase()
05:23:14.0 (44787794)|HEAP_ALLOCATE|[11]|Bytes:24
05:23:14.0 (44802868)|SYSTEM_METHOD_EXIT|[11]|String.toLowerCase()
05:23:14.0 (44849989)|SYSTEM_METHOD_ENTRY|[11]|Map<String,Schema.SObjectType>.get(Object)
05:23:14.0 (44870566)|SYSTEM_METHOD_EXIT|[11]|Map<String,Schema.SObjectType>.get(Object)
05:23:14.0 (44879746)|STATEMENT_EXECUTE|[11]
05:23:14.0 (44882429)|STATEMENT_EXECUTE|[12]
05:23:14.0 (44892298)|SYSTEM_METHOD_ENTRY|[12]|String.toLowerCase()
05:23:14.0 (44904163)|HEAP_ALLOCATE|[12]|Bytes:24
05:23:14.0 (44912525)|SYSTEM_METHOD_EXIT|[12]|String.toLowerCase()
05:23:14.0 (44921802)|SYSTEM_METHOD_ENTRY|[12]|Map<String,Schema.SObjectType>.get(Object)
05:23:14.0 (44931223)|SYSTEM_METHOD_EXIT|[12]|Map<String,Schema.SObjectType>.get(Object)
05:23:14.0 (44951228)|SYSTEM_METHOD_ENTRY|[12]|Schema.SObjectType.getDescribe()
05:23:14.0 (45134430)|HEAP_ALLOCATE|[12]|Bytes:4
05:23:14.0 (45146857)|SYSTEM_METHOD_EXIT|[12]|Schema.SObjectType.getDescribe()
05:23:14.0 (45169213)|VARIABLE_SCOPE_BEGIN|[12]|objectDescribe|Schema.DescribeSObjectResult|true|false
05:23:14.0 (45255571)|VARIABLE_ASSIGNMENT|[12]|objectDescribe|"common.api.soap.wsdl.DescribeSObjectResult@d79df552"|0x1cd61e96
05:23:14.0 (45264231)|STATEMENT_EXECUTE|[13]
05:23:14.0 (45334604)|SYSTEM_METHOD_ENTRY|[13]|Schema.SObjectTypeFields.getMap()
05:23:14.0 (46403452)|HEAP_ALLOCATE|[13]|Bytes:100
05:23:14.0 (46417136)|SYSTEM_METHOD_EXIT|[13]|Schema.SObjectTypeFields.getMap()
05:23:14.0 (46424366)|VARIABLE_SCOPE_BEGIN|[13]|fieldInfo|Map<String,Schema.SObjectField>|true|false
05:23:14.0 (46584821)|VARIABLE_ASSIGNMENT|[13]|fieldInfo|"{createdbyid=CreatedById, createddate=CreatedDate, id=Id, isdeleted=IsDeleted, lastmodifiedbyid=LastModifiedById, lastmodifieddate=LastModifiedDate, lastreferenceddate=LastReferencedDate, lastvieweddate=LastViewedDate, name=Name, ownerid=OwnerId, ...}"|0x4c509bfb
05:23:14.0 (46607457)|SYSTEM_METHOD_ENTRY|[14]|Map<String,Schema.SObjectField>.values()
05:23:14.0 (46676343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:100
05:23:14.0 (46699212)|HEAP_ALLOCATE|[14]|Bytes:100
05:23:14.0 (46708026)|SYSTEM_METHOD_EXIT|[14]|Map<String,Schema.SObjectField>.values()
05:23:14.0 (46720188)|SYSTEM_METHOD_ENTRY|[14]|List<Schema.SObjectField>.iterator()
05:23:14.0 (46770673)|SYSTEM_METHOD_EXIT|[14]|List<Schema.SObjectField>.iterator()
05:23:14.0 (46785121)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (46802023)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (46821363)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (46842120)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (46913864)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@5eb30db3"|0x5eb30db3
05:23:14.0 (46923743)|STATEMENT_EXECUTE|[14]
05:23:14.0 (46925973)|STATEMENT_EXECUTE|[15]
05:23:14.0 (46937851)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (47375875)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (47387942)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (47403981)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (47493721)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@44dcd142"|0x7a6fafb0
05:23:14.0 (47501881)|STATEMENT_EXECUTE|[16]
05:23:14.0 (47507537)|HEAP_ALLOCATE|[16]|Bytes:1
05:23:14.0 (47525062)|HEAP_ALLOCATE|[16]|Bytes:2
05:23:14.0 (47539080)|HEAP_ALLOCATE|[16]|Bytes:4
05:23:14.0 (47562651)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (47583455)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (47593179)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (47606203)|STATEMENT_EXECUTE|[17]
05:23:14.0 (47613800)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (47621918)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (47627885)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (47641146)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (47708895)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@52dd58a9"|0x52dd58a9
05:23:14.0 (47717886)|STATEMENT_EXECUTE|[14]
05:23:14.0 (47719508)|STATEMENT_EXECUTE|[15]
05:23:14.0 (47725980)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (47870173)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (47880384)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (47886307)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (47966475)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@56263ad2"|0x207fe4bb
05:23:14.0 (47974280)|STATEMENT_EXECUTE|[16]
05:23:14.0 (47982261)|HEAP_ALLOCATE|[16]|Bytes:7
05:23:14.0 (47990539)|HEAP_ALLOCATE|[16]|Bytes:9
05:23:14.0 (48007446)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (48013931)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (48022585)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (48030264)|HEAP_ALLOCATE|[17]|Bytes:5
05:23:14.0 (48034858)|STATEMENT_EXECUTE|[17]
05:23:14.0 (48036625)|STATEMENT_EXECUTE|[18]
05:23:14.0 (48044210)|HEAP_ALLOCATE|[18]|Bytes:5
05:23:14.0 (48050638)|HEAP_ALLOCATE|[18]|Bytes:7
05:23:14.0 (48061553)|SYSTEM_METHOD_ENTRY|[18]|List<String>.add(Object)
05:23:14.0 (48076889)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (48084554)|SYSTEM_METHOD_EXIT|[18]|List<String>.add(Object)
05:23:14.0 (48092495)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (48100099)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (48105331)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (48117079)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (48183309)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@1a1a9e4a"|0x1a1a9e4a
05:23:14.0 (48192182)|STATEMENT_EXECUTE|[14]
05:23:14.0 (48193745)|STATEMENT_EXECUTE|[15]
05:23:14.0 (48200128)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (48308920)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (48318317)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (48323735)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (48433626)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@d7892eaa"|0x72b6c7d8
05:23:14.0 (48442021)|STATEMENT_EXECUTE|[16]
05:23:14.0 (48450524)|HEAP_ALLOCATE|[16]|Bytes:9
05:23:14.0 (48458580)|HEAP_ALLOCATE|[16]|Bytes:11
05:23:14.0 (48474841)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (48480435)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (48488681)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (48495596)|STATEMENT_EXECUTE|[17]
05:23:14.0 (48501851)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (48509048)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (48514325)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (48526566)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (48592183)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@14cdf5fc"|0x14cdf5fc
05:23:14.0 (48600750)|STATEMENT_EXECUTE|[14]
05:23:14.0 (48602332)|STATEMENT_EXECUTE|[15]
05:23:14.0 (48608733)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (48708043)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (48717092)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (48722469)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (48799610)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@5c3a3432"|0x4d4d3880
05:23:14.0 (48807454)|STATEMENT_EXECUTE|[16]
05:23:14.0 (48815104)|HEAP_ALLOCATE|[16]|Bytes:4
05:23:14.0 (48823048)|HEAP_ALLOCATE|[16]|Bytes:6
05:23:14.0 (48838462)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (48844489)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (48852198)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (48858879)|STATEMENT_EXECUTE|[17]
05:23:14.0 (48864941)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (48872233)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (48877454)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (48888872)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (48952977)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@5255bc43"|0x5255bc43
05:23:14.0 (48961316)|STATEMENT_EXECUTE|[14]
05:23:14.0 (48962854)|STATEMENT_EXECUTE|[15]
05:23:14.0 (48968810)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49102115)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (49113179)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49118939)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (49195489)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@9e627699"|0x688a91a2
05:23:14.0 (49203458)|STATEMENT_EXECUTE|[16]
05:23:14.0 (49210964)|HEAP_ALLOCATE|[16]|Bytes:12
05:23:14.0 (49219092)|HEAP_ALLOCATE|[16]|Bytes:14
05:23:14.0 (49234979)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (49240476)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (49248219)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (49255504)|HEAP_ALLOCATE|[17]|Bytes:10
05:23:14.0 (49260091)|STATEMENT_EXECUTE|[17]
05:23:14.0 (49261691)|STATEMENT_EXECUTE|[18]
05:23:14.0 (49264844)|HEAP_ALLOCATE|[18]|Bytes:10
05:23:14.0 (49269902)|HEAP_ALLOCATE|[18]|Bytes:12
05:23:14.0 (49277836)|SYSTEM_METHOD_ENTRY|[18]|List<String>.add(Object)
05:23:14.0 (49281497)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (49287749)|SYSTEM_METHOD_EXIT|[18]|List<String>.add(Object)
05:23:14.0 (49295339)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (49302169)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (49306847)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (49318560)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (49386976)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@6af5beb0"|0x6af5beb0
05:23:14.0 (49395393)|STATEMENT_EXECUTE|[14]
05:23:14.0 (49397053)|STATEMENT_EXECUTE|[15]
05:23:14.0 (49403296)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49518756)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (49527819)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49533768)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (49613332)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@bb778fbd"|0x25dbe506
05:23:14.0 (49621255)|STATEMENT_EXECUTE|[16]
05:23:14.0 (49628816)|HEAP_ALLOCATE|[16]|Bytes:11
05:23:14.0 (49636878)|HEAP_ALLOCATE|[16]|Bytes:13
05:23:14.0 (49652073)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (49657214)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (49664609)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (49671252)|STATEMENT_EXECUTE|[17]
05:23:14.0 (49677596)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (49684561)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (49689441)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (49701130)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (49764362)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@24d3856a"|0x24d3856a
05:23:14.0 (49772676)|STATEMENT_EXECUTE|[14]
05:23:14.0 (49774252)|STATEMENT_EXECUTE|[15]
05:23:14.0 (49780024)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49904630)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (49914300)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (49920207)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (49997665)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@70c9aef7"|0xa0a8154
05:23:14.0 (50005539)|STATEMENT_EXECUTE|[16]
05:23:14.0 (50013966)|HEAP_ALLOCATE|[16]|Bytes:11
05:23:14.0 (50021680)|HEAP_ALLOCATE|[16]|Bytes:13
05:23:14.0 (50038541)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (50043938)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (50051590)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (50059022)|HEAP_ALLOCATE|[17]|Bytes:9
05:23:14.0 (50063425)|STATEMENT_EXECUTE|[17]
05:23:14.0 (50065107)|STATEMENT_EXECUTE|[18]
05:23:14.0 (50068294)|HEAP_ALLOCATE|[18]|Bytes:9
05:23:14.0 (50073005)|HEAP_ALLOCATE|[18]|Bytes:11
05:23:14.0 (50081424)|SYSTEM_METHOD_ENTRY|[18]|List<String>.add(Object)
05:23:14.0 (50085310)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (50091433)|SYSTEM_METHOD_EXIT|[18]|List<String>.add(Object)
05:23:14.0 (50098925)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (50105652)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (50110637)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (50121859)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (50186577)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@5fcaf619"|0x5fcaf619
05:23:14.0 (50194938)|STATEMENT_EXECUTE|[14]
05:23:14.0 (50196476)|STATEMENT_EXECUTE|[15]
05:23:14.0 (50202809)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (50314693)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (50323335)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (50333075)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (50410717)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@196839df"|0x54577cf5
05:23:14.0 (50418788)|STATEMENT_EXECUTE|[16]
05:23:14.0 (50426652)|HEAP_ALLOCATE|[16]|Bytes:16
05:23:14.0 (50433937)|HEAP_ALLOCATE|[16]|Bytes:18
05:23:14.0 (50449744)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (50455499)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (50463334)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (50469814)|STATEMENT_EXECUTE|[17]
05:23:14.0 (50475986)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (50482622)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (50487597)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (50499449)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (50564207)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@2082ee07"|0x2082ee07
05:23:14.0 (50572354)|STATEMENT_EXECUTE|[14]
05:23:14.0 (50573874)|STATEMENT_EXECUTE|[15]
05:23:14.0 (50579999)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (50701266)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (50710762)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (50715985)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
05:23:14.0 (50791888)|VARIABLE_ASSIGNMENT|[15]|dfr|"common.api.soap.wsdl.Field@43082594"|0x224f39a5
05:23:14.0 (50799705)|STATEMENT_EXECUTE|[16]
05:23:14.0 (50807012)|HEAP_ALLOCATE|[16]|Bytes:16
05:23:14.0 (50814275)|HEAP_ALLOCATE|[16]|Bytes:18
05:23:14.0 (50829589)|SYSTEM_METHOD_ENTRY|[16]|List<String>.add(Object)
05:23:14.0 (50838705)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (50846981)|SYSTEM_METHOD_EXIT|[16]|List<String>.add(Object)
05:23:14.0 (50854031)|HEAP_ALLOCATE|[17]|Bytes:14
05:23:14.0 (50858206)|STATEMENT_EXECUTE|[17]
05:23:14.0 (50860215)|STATEMENT_EXECUTE|[18]
05:23:14.0 (50863408)|HEAP_ALLOCATE|[18]|Bytes:14
05:23:14.0 (50868223)|HEAP_ALLOCATE|[18]|Bytes:16
05:23:14.0 (50876430)|SYSTEM_METHOD_ENTRY|[18]|List<String>.add(Object)
05:23:14.0 (50880309)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:23:14.0 (50886403)|SYSTEM_METHOD_EXIT|[18]|List<String>.add(Object)
05:23:14.0 (50893414)|SYSTEM_METHOD_ENTRY|[14]|system.ListIterator.hasNext()
05:23:14.0 (50899831)|HEAP_ALLOCATE|[14]|Bytes:5
05:23:14.0 (50905182)|SYSTEM_METHOD_EXIT|[14]|system.ListIterator.hasNext()
05:23:14.0 (50916758)|VARIABLE_SCOPE_BEGIN|[14]|f|Schema.SObjectField|true|false
05:23:14.0 (50980623)|VARIABLE_ASSIGNMENT|[14]|f|"common.apex.runtime.impl.ApexFieldToken@67c5c499"|0x67c5c499
05:23:14.0 (50988824)|STATEMENT_EXECUTE|[14]
05:23:14.0 (50990317)|STATEMENT_EXECUTE|[15]
05:23:14.0 (50996527)|SYSTEM_METHOD_ENTRY|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (51092941)|HEAP_ALLOCATE|[15]|Bytes:8
05:23:14.0 (51102044)|SYSTEM_METHOD_EXIT|[15]|Schema.SObjectField.getDescribe()
05:23:14.0 (51107934)|VARIABLE_SCOPE_BEGIN|[15]|dfr|Schema.DescribeFieldResult|true|false
